Speed,Voltage,Cas Latency / Timing,Capacity,DIMMs,Channel,Socket,Manufacturer,Processor,DDR,Certified Board (board rev / min BIOS),Date Added
3466MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( F5f / 1.0 ),2017.12.18
3466MHz,1.35,16-18-18-36,64GB,4,Quad,LGA2066,Corsair,Core? i7-7740X,DDR4,ASUS Prime X299 Deluxe ( 1.02 / 0702 ),2017.09.25
3466MHz,1.35,16-18-18-36,64GB,4,Quad,LGA2066,Corsair,Core? i7-7740X,DDR4,MSI X299 Tomahawk AC ( 1.0 / 1.3M ),2017.09.25
3466MHz,1.35,16-18-18-36,64GB,4,Quad,LGA2066,Corsair,Core? i7-7740X,DDR4,Gigabyte GA-X299 Gaming 9 ( 1.0 / F6m ),2017.09.25
3466MHz,1.35,16-18-18-36,64GB,4,Quad,LGA2066,Corsair,Core? i7-7740X,DDR4,ASRock X299 Gaming K6 ( 1.03 / P1.20 ),2017.09.25
3466MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-7600k,DDR4,ASUS Maximus IX HERO ( 1.01 / 0906 ),2017.09.25
3466MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-7600k,DDR4,MSI Z270 Gaming M7 ( 1.0 / 1.40 ),2017.09.25
3466MHz,1.35,16-18-18-38,64GB,8,Quad,LGA 2011-3,G-Skill,Core? i7 6800K,DDR4,Asus Rampage V Edition 10 ( 1.00 / 0502 ),2016.05.23
3466MHz,1.35,16-18-18-38,64GB,8,Quad,LGA 2011-3,G-Skill,Core? i7 6800K,DDR4,Asus X99 Deluxe II ( 1.04 / 0501 ),2016.05.23
3466MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1402 ),2016.02.19
3466MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1402 ),2016.02.19
3466MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.140  ),2016.02.19
3466MHz,1.35,18-19-19-39,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1402 ),2016.02.19
3466MHz,1.35,18-19-19-39,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1402 ),2016.02.19
3466MHz,1.35,18-19-19-39,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F7d ),2016.02.19
3466MHz,1.35,18-19-19-39,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASROCK Z170 OC Formula (1.02 / P2.1 ),2016.02.19
3466MHz,1.35,18-19-19-39,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1402 ),2016.02.19
3466MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASROCK Z170 OC Formula (1.02 / P1.50 ),2015.11.11
3466MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.11.11
3466MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5i ),2015.11.11
3466MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VII Hero ( 1.01/1001 ),2015.11.11
3466MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1101 ),2015.11.11
3400MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS Z170-DELUXE (1.03/0049),2015.08.05
3400MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS MAXIMUS VII HERO (1.01 / 0014),2015.08.05
3400MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASROCK Z170 OC FORMULA (1.00/L0.08),2015.08.05
3333MHz,1.35,17-18-18-36,64GB,4,Quad,LGA2066,Kingston,Core? i9-7960X,DDR4,ASUS PRIME X299 DELUXE ( Rev 1.02 / 1401 ),2018.10.02
3333MHz,1.35,17-18-18-36,32GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,MSI Z370 GODLIKE GAMING ( Ver 2.20 / A.60 (07/06/2018) ),2018.10.02
3333MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Kingston,Core? i9-7960X,DDR4,ASUS PRIME X299 DELUXE ( 1.02 / 0402 ),2017.12.18
3333MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Kingston,Core? i9-7940X,DDR4,ASRock Fatal1ty X299 Gaming K6 ( / L1.03A 08/15/2017 ),2017.12.18
3333MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 0802 ),2017.12.18
3333MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( F5f / 1.0 ),2017.12.18
3333MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,MSI Z370M Gaming Pro AC ( 1.1 / 1.13 ),2017.12.18
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,GIGABYTE Z370 AORUS Gaming 7 ( / F3c 09/13/2017 ),2017.10.17
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,ASRock Fatal1ty Z370 Gaming K6 ( / L1.01B ),2017.10.17
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( Rev 1.xx / 0213 ),2017.10.17
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,MSI Z370 GODLIKE GAMING (MS-7A98) ( / A.0E 08/29/2017 ),2017.10.17
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,MSI Z370 GAMING PRO CARBON AC ( 2.0 / A.13 ),2017.10.17
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,Gigabyte Z370 AORUS Ultra Gaming ( x.x / F5a ),2017.10.17
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASROCK Z370 Taichi ( NA / L1.01A ),2017.10.17
3333MHz,1.35,16-18-18-36,64GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,ASUS Prime X299 Deluxe (1.02/0702),2017.08.18
3333MHz,1.35,16-18-18-36,64GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,Gigabyte GA-X299 Gaming 9 (1.0/F6i),2017.08.18
3333MHz,1.35,16-18-18-36,64GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,ASRock X299 Gaming K6 (1.03/1.21),2017.08.18
3333MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Kingston,Core? i7-7820X,DDR4,ASROCK X299 GAMING K6 ( 1.03 / P1.20 ),2017.08.11
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,ASUS IX-HERO ( 1.01 / 0401 ),2016.12.16
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,ASUS PRIME-Z270-A ( 1.02 / 0401 ),2016.12.16
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,GIGABYTE GA-Z270X-GAMING 8 ( 1.0 / F1C ),2016.12.16
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,ASROCK GA-Z270-EXTREME 4 ( 1.02 / L1.01 ),2016.12.16
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,GIGABYTE Z270X-GAMING 7 ( 1.0 / F3B ),2016.12.16
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS Z170 DELUXE (1.03/1702),2016.07.27
3333MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM EDITION (3.1/1.75),2016.07.27
3333MHz,1.35,16-18-18-38,32GB,4,Quad,LGA 2011-3,G-Skill,Core? i7 6900K,DDR4,MSI X99A GODLIKE GAMING CARBON ( 1.1/2.31 ),2016.05.23
3333MHz,1.35,16-18-18-38,32GB,4,Quad,LGA 2011-3,G-Skill,Core? i7 6900K,DDR4,Asus Rampage V Edition 10 ( 1.00 / 0044 ),2016.05.23
3333MHz,1.35,16-18-18-38,32GB,4,Quad,LGA 2011-3,G-Skill,Core? i7 6900K,DDR4,Asus X99 Deluxe II ( 1.04 / 0501 ),2016.05.23
3333MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1402 ),2016.02.22
3333MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F7d ),2016.02.22
3333MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.140  ),2016.02.22
3333MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASROCK Z170 OC Formula (1.02 / P2.1 ),2016.02.22
3333MHz,1.35,16-18-18-36,16GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1402 ),2016.02.22
3333MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1402 ),2016.02.19
3333MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1402 ),2016.02.19
3333MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.140  ),2016.02.19
3333MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1402 ),2016.02.19
3333MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F7d ),2016.02.19
3333MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.140  ),2016.02.19
3333MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASROCK Z170 OC Formula (1.02 / P2.1 ),2016.02.19
3333MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1402 ),2016.02.19
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASROCK Z170 OC Formula (1.02 / P1.50 ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VII Hero ( 1.01/1001 ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1101 ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1101 ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASROCK Z170 OC Formula (1.02 / P1.50 ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5i ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VII Hero ( 1.01/1001 ),2015.10.28
3333MHz,1.35,16-18-18-36,8GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1101 ),2015.10.28
3333MHz,1.35,17-17-17-43,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,EVGA X99 CLASSIFIED 151-HE-E999 (1.0/5.6.5),2015.02.21
3333MHz,1.35,16-16-16-36,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
3333MHz,1.35,16-16-16-36,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
3300MHz,1.35,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS RAMPAGE V Extreme (1.01 / 0603),2014.11.05
3200MHz,1.35,16-18-18-36,64GB,4,Quad,LGA2066,Kingston,Core? i9-7980XE,DDR4,MSI X299 TOMAHAWK AC (MS-7805) ( Rev. 1.0 / Ver. 1.8 (03/16/2018) ),2018.10.02
3200MHz,1.35,16-18-18-36,64GB,4,Quad,LGA2066,Kingston,Core? i9-7940X,DDR4,ASRock Fatal1ty X299 Gaming K6 ( Rev 1.03 / P1.60 02/27/2018 ),2018.10.02
3200MHz,1.35,16-18-18-36,32GB,2,Dual,LGA1151,Kingston,Core? i7-9700K,DDR4,ASUS ROG MAXIMUS XI HERO ( Rev 1.00 / 0504 ),2018.10.02
3200MHz,1.35,16-18-18-36,32GB,2,Dual,LGA1151,Kingston,Core? i7-9700K,DDR4,MSI MEG Z390 GODLIKE ( Ver 1.20 / 1.0A ),2018.10.02
3200MHz,1.35,16-18-18-36,32GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,ASUS ROG MAXIMUS X APEX ( Rev 1.01 / 1602 ),2018.10.02
3200MHz,1.35,16-18-18-36,32GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( Rev 0.3 / F7 ),2018.10.02
3200MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Kingston,Core? i9-7900X,DDR4,Gigabyte X299 AORUS Gaming 9 ( Rev 1.0 / F8c (03/02/2018) ),2018.10.02
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-9700K,DDR4,ASRock Z390 Taichi Ultimate ( Rev 1.03 / L1.35 (09/21/2018)),2018.10.02
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,ASUS MAXIMUS X APEX ( 1.01 / 1602 (06/28/2018) ),2018.10.02
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,ASRock Fatal1ty Z370 Gaming K6 ( REV 1.02 / L1.71A (05/28/2018) ),2018.10.02
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( Rev 0.30 / F7 (07/05/2018) ),2018.10.02
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,MSI Z370 GODLIKE GAMING ( Ver 2.2 / A.60 (07/06/2018) ),2018.10.02
3200MHz,1.2,20-22-22-42,32GB,2,Dual,LGA2066,Kingston,Core? i7-7820X,DDR4,ASRock X299E-ITX/ac ( Rev 1.02 / P1.40 (01/05/2018) ),2018.10.02
3200MHz,1.2,20-22-22-42,16GB,2,Dual,LGA2066,Kingston,Core? i7-7820X,DDR4,ASRock X299E-ITX/ac ( Rev 1.02 / P1.40 (01/05/2018) ),2018.10.02
3200MHz,1.2,18-21-21-39,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,GIGABYTE  Z370 AORUS Gaming 7 ( Rev 0.3 / F6 04/03/2016 ),2018.10.02
3200MHz,1.2,18-21-21-39,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,ASRock Fatal1ty Z370 Gaming K6 ( Rev 1.02 / L3.12 (08/31/2018) ),2018.10.02
3200MHz,1.2,18-21-21-39,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,MSI Z370 GODLIKE GAMIN ( VER 2.2 / A.60 (07/06/2018) ),2018.10.02
3200MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,ASUS Prime X299 Deluxe ( 1.02 / 1401 ),2018.07.27
3200MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,MSI X299 TOMAHAWK AC ( 1.0 / 180 ),2018.07.27
3200MHz,1.35,16-18-18-36,32GB,4,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,Gigabyte GA-X299 AORUS Gaming 7 ( 1.0 / F9f ),2018.07.27
3200MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,ASUS Maximus X Hero ( 1.01 / 1401 ),2018.07.27
3200MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,Gigabyte GA-Z370 AORUS Gaming 7 ( 1.0 / F6 ),2018.07.27
3200MHz,1.35,16-18-18-36,32GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,MSI Z370M Gaming Pro AC ( 1.1 / 140 ),2018.07.27
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,Galaxy Microsystems Ltd,Core? i7-8700K,DDR4,ASUS MAXIMUS X APEX ( REV 1.01 / 0020 x64 ),2018.06.06
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,Essencore Limited,Core? i5-7600k,DDR4,ASUS PRIME Z270-AR ( 1.02 / 0801 ),2017.12.18
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA2066,Essencore Limited,Core? i5-7640X,DDR4,ASUS PRIME X299-A ( 1.0xx / 0402 ),2017.12.18
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,Essencore Limited,Core? i5-7600k,DDR4,Gigabyte Z270X-UD3-CF ( 1.05 / F1 ),2017.12.18
3200MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 0802 ),2017.12.18
3200MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( F5g / 1.0 ),2017.12.18
3200MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,MSI Z370M Gaming Pro AC ( 1.1 / 1.13 ),2017.12.18
3200MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 0802 ),2017.12.18
3200MHz,1.35,16-18-18-36,64GB,4,Dual,LGA1151,Corsair,Core? i5-8600K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( F5g / 1.0 ),2017.12.18
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,ASRock Fatal1ty Z370 Gaming K6 ( / L1.01B ),2017.10.10
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,GIGABYTE Z370 AORUS Gaming 7 ( / F3c 09/13/2017 ),2017.10.10
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( Rev 1.xx / 0213 ),2017.10.10
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,MSI Z370 GODLIKE GAMING (MS-7A98) ( / A.0E 08/29/2017 ),2017.10.10
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,MSI Z370 SLI PLUS ( 1.1 / 1.07 ),2017.09.25
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,ASRock Z370 Taichi ( 1.2 / L1.01A ),2017.09.25
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,GIGABYTE Z370 AORUS Gaming 7 ( 1.0 / F3c ),2017.09.25
3200MHz,1.35,16-18-18-38,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 0056 ),2017.09.25
3200MHz,1.35,15-15-15-35,32GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,MSI Z370 SLI PLUS ( 1.1 / 1.07 ),2017.09.25
3200MHz,1.35,15-15-15-35,32GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,ASRock Z370 Taichi ( 1.2 / L1.01A ),2017.09.25
3200MHz,1.35,15-15-15-35,32GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,GIGABYTE Z370 AORUS Gaming 7 ( 1.0 / F3c ),2017.09.25
3200MHz,1.35,15-15-15-35,32GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 0056 ),2017.09.25
3200MHz,1.35,14-14-14-34,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,MSI Z370 SLI PLUS ( 1.1 / 1.07 ),2017.09.25
3200MHz,1.35,14-14-14-34,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,ASRock Z370 Taichi ( 1.2 / L1.01A ),2017.09.25
3200MHz,1.35,14-14-14-34,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,GIGABYTE Z370 AORUS Gaming 7 ( 1.0 / F3c ),2017.09.25
3200MHz,1.35,14-14-14-34,16GB,2,Dual,LGA1151,G-Skill,Core? i7-8700K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 0056 ),2017.09.25
3200MHz,1.35,16-16-16-36,16GB,2,Dual,LGA1151,Adata,Core? i5-7600k,DDR4,MSI Z270 MPOWER GAMING TITANIUM(MS-7A57) ( 2.0 / E7A57IMS.A13 ),2017.08.30
3200MHz,1.35,16-16-16-36,16GB,2,Dual,LGA1151,Adata,Core? i5-7600k,DDR4,ASUS MAXIMUS IX HERO ( 1.01 / 0906 ),2017.08.30
3200MHz,1.35,16-16-16-36,16GB,2,Dual,LGA1151,Adata,Core? i5-7600k,DDR4,GIGABYTE Z270X-Gaming 8 ( 1.0 / F7 ),2017.08.30
3200MHz,1.35,16-16-16-36,16GB,2,Dual,LGA1151,Adata,Core? i5-7600k,DDR4,ASRock Z270 Professional Gaming i7 ( 1.03 / P2.00 ),2017.08.30
3200MHz,1.35,16-18-18-36,128GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,ASUS Prime X299 Deluxe (1.02/0702),2017.08.18
3200MHz,1.35,16-18-18-36,128GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,Gigabyte GA-X299 Gaming 9 (1.0/F6i),2017.08.18
3200MHz,1.35,16-18-18-36,128GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,ASRock X299 Gaming K6 (1.03/1.21),2017.08.18
3200MHz,1.35,16-18-18-36,128GB,8,Quad,LGA2066,Corsair,Core? i9-7900X,DDR4,MSI X299 TOMAHAWK AC (1.0/110),2017.08.18
3200MHz,1.35,14-14-14-34,128GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,Asus PRIME X299-DELUXE ( 1.02 / 0071 ),2017.06.23
3200MHz,1.35,14-14-14-34,128GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,AsRock X299 Taichi ( 1.06 / L1.01N ),2017.06.23
3200MHz,1.35,14-14-14-34,128GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,MSI X299 GAMING PRO CARBON AC ( 1.0 / 1.0T ),2017.06.23
3200MHz,1.35,14-14-14-34,128GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,Gigabyte X299 AORUS Gaming 7 ( 1.0 / F6f ),2017.06.23
3200MHz,1.35,14-14-14-34,64GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,Asus PRIME X299-DELUXE ( 1.02 / 0071 ),2017.06.23
3200MHz,1.35,14-14-14-34,64GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,AsRock X299 Taichi ( 1.06 / L1.01N ),2017.06.23
3200MHz,1.35,14-14-14-34,64GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,MSI X299 GAMING PRO CARBON AC ( 1.0 / 1.0T ),2017.06.23
3200MHz,1.35,14-14-14-34,64GB,8,Quad,LGA2066,G-Skill,Core? i9-7900X,DDR4,Gigabyte X299 AORUS Gaming 7 ( 1.0 / F6f ),2017.06.23
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,GIGABYTE Z270X-GAMING 7 ( 1.0 / F3B ),2016.12.16
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,ASUS IX-HERO ( 1.01 / 0401 ),2016.12.16
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,ASUS PRIME-Z270-A ( 1.0 / 0401 ),2016.12.16
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,GIGABYTE GA-Z270X-GAMING 8 ( 1.0 / F1C ),2016.12.16
3200MHz,1.35,16-18-18-36,16GB,2,Dual,LGA1151,Kingston,Core? i7-7700K,DDR4,ASROCK GA-Z270-EXTREME 4 ( 1.02 / L1.01 ),2016.12.16
3200MHz,1.35,16-18-18-36,16GB,4,Quad,LGA2011-3,Kingston,Core? i7 6800K,DDR4,ASROCK X99X KILLER (1.07/L3.02),2016.07.27
